央视频道,#genre#
嘉佳卡通,http://123.113.249.203:8888/rtp/239.3.1.147:9268$北京联通
金鹰纪实,http://123.113.249.203:8888/rtp/239.3.1.58:8156$北京联通
金鹰卡通,http://123.113.249.203:8888/rtp/239.3.1.51:9252$北京联通
经典电影,http://123.113.249.203:8888/rtp/239.3.1.195:9024$北京联通
军旅剧场,http://123.113.249.203:8888/rtp/239.3.1.68:4120$北京联通
军事,http://123.113.249.203:8888/rtp/239.3.1.76:4120$北京联通
快乐垂钓,http://123.113.249.203:8888/rtp/239.3.1.164:8001$北京联通
萌宠TV,http://123.113.249.203:8888/rtp/239.3.1.102:8001$北京联通
密云电视台,http://123.113.249.203:8888/rtp/239.3.1.154:8001$北京联通
山东教育,http://123.113.249.203:8888/rtp/239.3.1.52:4120$北京联通
淘Baby,http://123.113.249.203:8888/rtp/239.3.1.238:8001$北京联通
淘精彩,http://123.113.249.203:8888/rtp/239.3.1.178:8001$北京联通
淘剧场,http://123.113.249.203:8888/rtp/239.3.1.95:8001$北京联通
淘娱乐,http://123.113.249.203:8888/rtp/239.3.1.100:8001$北京联通
体育赛事,http://123.113.249.203:8888/rtp/239.3.1.157:8176$北京联通
通州融媒,http://123.113.249.203:8888/rtp/239.3.1.221:8001$北京联通
喜剧影院,http://123.113.249.203:8888/rtp/239.3.1.91:4120$北京联通
空中剧院,http://123.113.249.203:8888/rtp/239.3.1.78:4120$北京联通
星影,http://123.113.249.203:8888/rtp/239.3.1.94:4120$北京联通
延庆电视台,http://123.113.249.203:8888/rtp/239.3.1.187:8001$北京联通
中国交通,http://123.113.249.203:8888/rtp/239.3.1.188:8001$北京联通
足球,http://123.113.249.203:8888/rtp/239.3.1.89:4120$北京联通

北京卫视,http://115.171.80.36:8888/rtp/239.3.1.241:8000$北京联通
安徽卫视,http://115.171.80.36:8888/rtp/239.3.1.211:8064$北京联通
广东卫视,http://115.171.80.36:8888/rtp/239.3.1.142:8048$北京联通
广西卫视,http://115.171.80.36:8888/rtp/239.3.1.39:8300$北京联通
深圳卫视,http://115.171.80.36:8888/rtp/239.3.1.134:8020$北京联通
东方卫视,http://115.171.80.36:8888/rtp/239.3.1.136:8032$北京联通
东南卫视,http://115.171.80.36:8888/rtp/239.3.1.156:8148$北京联通
湖北卫视,http://115.171.80.36:8888/rtp/239.3.1.138:8044$北京联通
湖南卫视,http://115.171.80.36:8888/rtp/239.3.1.132:8012$北京联通
河北卫视,http://115.171.80.36:8888/rtp/239.3.1.148:8072$北京联通
河南卫视,http://115.171.80.36:8888/rtp/239.3.1.27:8128$北京联通
山东卫视,http://115.171.80.36:8888/rtp/239.3.1.209:8052$北京联通
山西卫视,http://115.171.80.36:8888/rtp/239.3.1.42:8172$北京联通
江苏卫视,http://115.171.80.36:8888/rtp/239.3.1.135:8028$北京联通
江西卫视,http://115.171.80.36:8888/rtp/239.3.1.123:8164$北京联通
吉林卫视,http://115.171.80.36:8888/rtp/239.3.1.240:8172$北京联通
辽宁卫视,http://115.171.80.36:8888/rtp/239.3.1.210:8056$北京联通
兵团卫视,http://115.171.80.36:8888/rtp/239.3.1.144:4120$北京联通
甘肃卫视,http://115.171.80.36:8888/rtp/239.3.1.49:8188$北京联通
贵州卫视,http://115.171.80.36:8888/rtp/239.3.1.149:8076$北京联通
海南卫视,http://115.171.80.36:8888/rtp/239.3.1.45:8304$北京联通
宁夏卫视,http://115.171.80.36:8888/rtp/239.3.1.46:8124$北京联通
青海卫视,http://115.171.80.36:8888/rtp/239.3.1.44:8184$北京联通
三沙卫视,http://115.171.80.36:8888/rtp/239.3.1.155:4120$北京联通
厦门卫视,http://115.171.80.36:8888/rtp/239.3.1.143:4120$北京联通
陕西卫视,http://115.171.80.36:8888/rtp/239.3.1.41:8140$北京联通
四川卫视,http://115.171.80.36:8888/rtp/239.3.1.29:8288$北京联通
天津卫视,http://115.171.80.36:8888/rtp/239.3.1.141:1234$北京联通
西藏卫视,http://115.171.80.36:8888/rtp/239.3.1.47:8164$北京联通
新疆卫视,http://115.171.80.36:8888/rtp/239.3.1.48:8160$北京联通
云南卫视,http://115.171.80.36:8888/rtp/239.3.1.26:8108$北京联通
浙江卫视,http://115.171.80.36:8888/rtp/239.3.1.137:8036$北京联通
重庆卫视,http://115.171.80.36:8888/rtp/239.3.1.122:8160$北京联通
黑龙江卫视,http://115.171.80.36:8888/rtp/239.3.1.133:8016$北京联通
内蒙古卫视,http://115.171.80.36:8888/rtp/239.3.1.43:8176$北京联通
BRTV财经,http://115.171.80.36:8888/rtp/239.3.1.116:8000$北京联通
BRTV生活,http://115.171.80.36:8888/rtp/239.3.1.117:8000$北京联通
BRTV体育,http://115.171.80.36:8888/rtp/239.3.1.243:8000$北京联通
BRTV文艺,http://115.171.80.36:8888/rtp/239.3.1.242:8000$北京联通
BRTV新闻,http://115.171.80.36:8888/rtp/239.3.1.159:8000$北京联通
BRTV影视,http://115.171.80.36:8888/rtp/239.3.1.158:8000$北京联通
CETV1,http://115.171.80.36:8888/rtp/239.3.1.57:8152$北京联通
CETV2,http://115.171.80.36:8888/rtp/239.3.1.54:4120$北京联通
CETV3,http://115.171.80.36:8888/rtp/239.3.1.55:4120$北京联通
CETV4,http://115.171.80.36:8888/rtp/239.3.1.56:4120$北京联通
爱上4K,http://115.171.80.36:8888/rtp/239.3.1.236:2000$北京联通
财富天下,http://115.171.80.36:8888/rtp/239.3.1.53:9136$北京联通
朝阳融媒,http://115.171.80.36:8888/rtp/239.3.1.163:8001$北京联通
大健康,http://115.171.80.36:8888/rtp/239.3.1.251:8001$北京联通
IPTV动画,http://115.171.80.36:8888/rtp/239.3.1.80:4120$北京联通
动作影院,http://115.171.80.36:8888/rtp/239.3.1.92:4120$北京联通
房山电视台,http://115.171.80.36:8888/rtp/239.3.1.96:8001$北京联通
古装剧场,http://115.171.80.36:8888/rtp/239.3.1.69:4120$北京联通
国学,http://115.171.80.36:8888/rtp/239.3.1.77:4120$北京联通
IPTV电影,http://115.171.80.36:8888/rtp/239.3.1.84:4120$北京联通
纪实人文,http://115.171.80.36:8888/rtp/239.3.1.212:8060$北京联通
家庭影院,http://115.171.80.36:8888/rtp/239.3.1.93:4120$北京联通
嘉佳卡通,http://115.171.80.36:8888/rtp/239.3.1.147:9268$北京联通
金鹰纪实,http://115.171.80.36:8888/rtp/239.3.1.58:8156$北京联通
金鹰卡通,http://115.171.80.36:8888/rtp/239.3.1.51:9252$北京联通
经典电影,http://115.171.80.36:8888/rtp/239.3.1.195:9024$北京联通
军旅剧场,http://115.171.80.36:8888/rtp/239.3.1.68:4120$北京联通
军事,http://115.171.80.36:8888/rtp/239.3.1.76:4120$北京联通
快乐垂钓,http://115.171.80.36:8888/rtp/239.3.1.164:8001$北京联通
萌宠TV,http://115.171.80.36:8888/rtp/239.3.1.102:8001$北京联通
密云电视台,http://115.171.80.36:8888/rtp/239.3.1.154:8001$北京联通
山东教育,http://115.171.80.36:8888/rtp/239.3.1.52:4120$北京联通
淘Baby,http://115.171.80.36:8888/rtp/239.3.1.238:8001$北京联通
淘精彩,http://115.171.80.36:8888/rtp/239.3.1.178:8001$北京联通
淘剧场,http://115.171.80.36:8888/rtp/239.3.1.95:8001$北京联通
淘娱乐,http://115.171.80.36:8888/rtp/239.3.1.100:8001$北京联通
体育赛事,http://115.171.80.36:8888/rtp/239.3.1.157:8176$北京联通
通州融媒,http://115.171.80.36:8888/rtp/239.3.1.221:8001$北京联通
喜剧影院,http://115.171.80.36:8888/rtp/239.3.1.91:4120$北京联通
空中剧院,http://115.171.80.36:8888/rtp/239.3.1.78:4120$北京联通
星影,http://115.171.80.36:8888/rtp/239.3.1.94:4120$北京联通
延庆电视台,http://115.171.80.36:8888/rtp/239.3.1.187:8001$北京联通
中国交通,http://115.171.80.36:8888/rtp/239.3.1.188:8001$北京联通
足球,http://115.171.80.36:8888/rtp/239.3.1.89:4120$北京联通

北京卫视,http://39.134.62.47:6610/000000001000/1000000005000265027/index.m3u8?Contentid=1000000005000265027&channel-id=ystenlive&livemode=1&stbId=4
安徽卫视,http://39.134.62.47:6610/000000001000/1000000001000030159/index.m3u8?Contentid=1000000001000030159&channel-id=ystenlive&livemode=1&stbId=4
安徽卫视,http://39.134.62.47:6610/000000001000/1000000005000265025/index.m3u8?Contentid=1000000005000265025&channel-id=ystenlive&livemode=1&stbId=4
东南卫视,http://39.134.62.47:6610/000000001000/1000000005000265033/index.m3u8?Contentid=1000000005000265033&channel-id=ystenlive&livemode=1&stbId=4
广东卫视,http://39.134.62.47:6610/000000001000/1000000001000014176/index.m3u8?Contentid=1000000001000014176&channel-id=ystenlive&livemode=1&stbId=4
广东卫视,http://39.134.62.47:6610/000000001000/6000000001000031076/index.m3u8?Contentid=6000000001000031076&channel-id=ystenlive&livemode=1&stbId=4
广东卫视,http://39.134.62.47:6610/000000001000/1000000005000265034/index.m3u8?Contentid=1000000005000265034&channel-id=ystenlive&livemode=1&stbId=4
湖北卫视,http://39.134.62.47:6610/000000001000/1000000001000024621/index.m3u8?Contentid=1000000001000024621&channel-id=ystenlive&livemode=1&stbId=4
湖北卫视,http://39.134.62.47:6610/000000001000/1000000005000265023/index.m3u8?Contentid=1000000005000265023&channel-id=ystenlive&livemode=1&stbId=4
湖南卫视,http://39.134.62.47:6610/000000001000/1000000005000265024/index.m3u8?Contentid=1000000005000265024&channel-id=ystenlive&livemode=1&stbId=4
江苏卫视,http://39.134.62.47:6610/000000001000/1000000001000001828/index.m3u8?Contentid=1000000001000001828&channel-id=ystenlive&livemode=1&stbId=4
江苏卫视,http://39.134.62.47:6610/000000001000/1000000005000265030/index.m3u8?Contentid=1000000005000265030&channel-id=ystenlive&livemode=1&stbId=4
江西卫视,http://39.134.62.47:6610/000000001000/1000000006000268001/index.m3u8?Contentid=1000000006000268001&channel-id=ystenlive&livemode=1&stbId=4
江西卫视,http://39.134.62.47:6610/000000001000/1000000005000265032/index.m3u8?Contentid=1000000005000265032&channel-id=ystenlive&livemode=1&stbId=4
辽宁卫视,http://39.134.62.47:6610/000000001000/1000000005000265022/index.m3u8?Contentid=1000000005000265022&channel-id=ystenlive&livemode=1&stbId=4
青海卫视,http://39.134.62.47:6610/000000001000/1000000002000013359/index.m3u8?Contentid=1000000002000013359&channel-id=ystenlive&livemode=1&stbId=4
山东卫视,http://39.134.62.47:6610/000000001000/1000000001000016568/index.m3u8?Contentid=1000000001000016568&channel-id=ystenlive&livemode=1&stbId=4
山东卫视,http://39.134.62.47:6610/000000001000/1000000005000265019/index.m3u8?Contentid=1000000005000265019&channel-id=ystenlive&livemode=1&stbId=4
东方卫视,http://39.134.62.47:6610/000000001000/1000000005000265018/index.m3u8?Contentid=1000000005000265018&channel-id=ystenlive&livemode=1&stbId=4
深圳卫视,http://39.134.62.47:6610/000000001000/1000000005000265028/index.m3u8?Contentid=1000000005000265028&channel-id=ystenlive&livemode=1&stbId=4
天津卫视,http://39.134.62.47:6610/000000001000/1000000005000265026/index.m3u8?Contentid=1000000005000265026&channel-id=ystenlive&livemode=1&stbId=4
浙江卫视,http://39.134.62.47:6610/000000001000/1000000001000014260/index.m3u8?Contentid=1000000001000014260&channel-id=ystenlive&livemode=1&stbId=4
浙江卫视,http://39.134.62.47:6610/000000001000/1000000005000265031/index.m3u8?Contentid=1000000005000265031&channel-id=ystenlive&livemode=1&stbId=4
重庆卫视,http://39.134.62.47:6610/000000001000/1000000001000001096/index.m3u8?Contentid=1000000001000001096&channel-id=ystenlive&livemode=1&stbId=4
重庆卫视,http://39.134.62.47:6610/000000001000/1000000005000265017/index.m3u8?Contentid=1000000005000265017&channel-id=ystenlive&livemode=1&stbId=4
黑龙江卫视,http://39.134.62.47:6610/000000001000/1000000001000001925/index.m3u8?Contentid=1000000001000001925&channel-id=ystenlive&livemode=1&stbId=4
黑龙江卫视,http://39.134.62.47:6610/000000001000/1000000005000265029/index.m3u8?Contentid=1000000005000265029&channel-id=ystenlive&livemode=1&stbId=4


央视IPV6,#genre#

CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$中国移动
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$中国移动
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$中国移动
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$中国移动
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$中国移动
CCTV-5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$中国移动
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$中国移动
CCTV-7国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$中国移动
CCTV-8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$中国移动
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$中国移动
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$中国移动
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$中国移动
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$中国移动
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$中国移动
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$中国移动
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$中国移动
CCTV-16奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$中国移动
CCTV-17农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$中国移动

超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$中国移动
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$中国移动
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$中国移动
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$中国移动
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$中国移动
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8$中国移动
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$中国移动
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$中国移动
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8$中国移动
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8$中国移动
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$中国移动
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8$中国移动
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8$中国移动
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$中国移动
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$中国移动
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8$中国移动
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$中国移动
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8$中国移动
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8$中国移动
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$中国移动
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8$中国移动
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$中国移动
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8$中国移动
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8$中国移动
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8$中国移动
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8$中国移动
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8$中国移动
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8$中国移动
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$中国移动
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8$中国移动
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$中国移动
武博世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8$中国移动
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8$中国移动
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8$中国移动
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$中国移动
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8$中国移动

CCTV-1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV6
CCTV-2财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$IPV6
CCTV-3综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV6
CCTV-4中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV6
CCTV-5体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$IPV6
CCTV-5+体育赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$IPV6
CCTV-6电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$IPV6
CCTV-7国防军事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$IPV6
CCTV-8电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$IPV6
CCTV-9纪录,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$IPV6
CCTV-10科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6
CCTV-11戏曲,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV6
CCTV-12社会与法,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6
CCTV-13新闻,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV6
CCTV-14少儿,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6
CCTV-15音乐,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV6
CCTV-16奥林匹克,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6
CCTV-16奥林匹克,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV6
CCTV-17农业农村,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV6$

CCTV-1综合,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV6
CCTV-2财经,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$IPV6
CCTV-3综艺,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8$IPV6
CCTV-4中文国际,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV6
CCTV-5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$IPV6
CCTV-5+体育赛事,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8$IPV6
CCTV-6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$IPV6
CCTV-7国防军事,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$IPV6
CCTV-8电视剧,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$IPV6
CCTV-9纪录,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$IPV6
CCTV-10科教,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8$IPV6
CCTV-11戏曲,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$IPV6
CCTV-12社会与法,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$IPV6
CCTV-13新闻,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$IPV6
CCTV-14少儿,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$IPV6
CCTV-15音乐,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$IPV6
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$IPV6
CCTV-17农业农村,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV6

CHC影迷电影,http://[2001:250:5800:1005::155]:80/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8
CHC动作电影,http://[2001:250:5800:1005::155]:80/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/index.m3u8
CHC家庭影院,http://[2001:250:5800:1005::155]:80/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$IPV6
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$IPV6
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$IPV6
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$IPV6
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$IPV6
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8$IPV6
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$IPV6
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$IPV6
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8$IPV6
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8$IPV6
超级电影,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$IPV6
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8$IPV6
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8$IPV6
黑莓电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$IPV6
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$IPV6
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8$IPV6
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$IPV6
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8$IPV6
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8$IPV6
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$IPV6
古装剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8$IPV6
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$IPV6
怡伴健康,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8$IPV6
潮妈辣婆,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8$IPV6
军旅剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8$IPV6
军事评论,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8$IPV6
中国功夫,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8$IPV6
